,WK_CODE,Country,Time,2017,2018,2019
23707,WK092800,Wijk 00 Kerkrade West,biggest party name,3.0,3.0,3.0
23716,WK092801,Wijk 01 Kerkrade Oost,act ind per,0.255357,0.24586,0.236364
23717,WK092801,Wijk 01 Kerkrade Oost,act ega per,0.16,0.136477,0.112955
23718,WK092801,Wijk 01 Kerkrade Oost,act col per,0.232143,0.224367,0.21659099999999998
23719,WK092801,Wijk 01 Kerkrade Oost,act fat per,0.283452,0.31138499999999997,0.339318
23722,WK092801,Wijk 01 Kerkrade Oost,biggest party,0.264762,0.23204,0.199318
23723,WK092801,Wijk 01 Kerkrade Oost,biggest party name,3.0,3.0,3.0
23732,WK092802,Wijk 02 Kerkrade Noord,act ind per,0.222831,0.186631,0.15043099999999998
23733,WK092802,Wijk 02 Kerkrade Noord,act ega per,0.158882,0.14758800000000002,0.136293
23734,WK092802,Wijk 02 Kerkrade Noord,act col per,0.23622600000000002,0.22094,0.205655
23735,WK092802,Wijk 02 Kerkrade Noord,act fat per,0.314502,0.336951,0.35939899999999997
23738,WK092802,Wijk 02 Kerkrade Noord,biggest party,0.293652,0.247444,0.201237
23739,WK092802,Wijk 02 Kerkrade Noord,biggest party name,3.0,3.0,3.0
23748,WK159800,Wijk 00 Westerkoggenland,act ind per,0.49749499999999997,0.45187200000000005,0.40625
23749,WK159800,Wijk 00 Westerkoggenland,act ega per,0.199147,0.173681,0.148214
23750,WK159800,Wijk 00 Westerkoggenland,act col per,0.114504,0.11528800000000002,0.11607100000000001
23751,WK159800,Wijk 00 Westerkoggenland,act fat per,0.13488599999999998,0.18976500000000002,0.24464299999999997
23754,WK159800,Wijk 00 Westerkoggenland,biggest party,0.337351,0.27805,0.21875
23755,WK159800,Wijk 00 Westerkoggenland,biggest party name,1.0,1.0,1.0
23764,WK159801,Wijk 01 Spierdijk,act ind per,0.49749499999999997,0.49749499999999997,0.49749499999999997
23765,WK159801,Wijk 01 Spierdijk,act ega per,0.199147,0.199147,0.199147
23766,WK159801,Wijk 01 Spierdijk,act col per,0.114504,0.114504,0.114504
23767,WK159801,Wijk 01 Spierdijk,act fat per,0.13488599999999998,0.13488599999999998,0.13488599999999998
23770,WK159801,Wijk 01 Spierdijk,biggest party,0.337351,0.337351,0.337351
23771,WK159801,Wijk 01 Spierdijk,biggest party name,1.0,1.0,1.0
23780,WK159802,Wijk 02 Zuidermeer,act ind per,0.49749499999999997,0.49749499999999997,0.49749499999999997
23781,WK159802,Wijk 02 Zuidermeer,act ega per,0.199147,0.199147,0.199147
23782,WK159802,Wijk 02 Zuidermeer,act col per,0.114504,0.114504,0.114504
23783,WK159802,Wijk 02 Zuidermeer,act fat per,0.13488599999999998,0.13488599999999998,0.13488599999999998
23786,WK159802,Wijk 02 Zuidermeer,biggest party,0.337351,0.337351,0.337351
23787,WK159802,Wijk 02 Zuidermeer,biggest party name,1.0,1.0,1.0
23796,WK159803,Wijk 03 Ursem,act ind per,0.49749499999999997,0.439958,0.382421
23797,WK159803,Wijk 03 Ursem,act ega per,0.199147,0.172819,0.146492
23798,WK159803,Wijk 03 Ursem,act col per,0.114504,0.11739100000000001,0.120278
23799,WK159803,Wijk 03 Ursem,act fat per,0.13488599999999998,0.197358,0.25983
23802,WK159803,Wijk 03 Ursem,biggest party,0.337351,0.26158200000000004,0.185813
23803,WK159803,Wijk 03 Ursem,biggest party name,1.0,1.0,1.0
23812,WK159804,Wijk 04 Avenhorn,act ind per,0.49749499999999997,0.49749499999999997,0.49749499999999997
23813,WK159804,Wijk 04 Avenhorn,act ega per,0.199147,0.199147,0.199147
23814,WK159804,Wijk 04 Avenhorn,act col per,0.114504,0.114504,0.114504
23815,WK159804,Wijk 04 Avenhorn,act fat per,0.13488599999999998,0.13488599999999998,0.13488599999999998
23818,WK159804,Wijk 04 Avenhorn,biggest party,0.337351,0.337351,0.337351
23819,WK159804,Wijk 04 Avenhorn,biggest party name,1.0,1.0,1.0
23828,WK159805,Wijk 05 Oudendijk,act ind per,0.49749499999999997,0.49749499999999997,0.49749499999999997
23829,WK159805,Wijk 05 Oudendijk,act ega per,0.199147,0.199147,0.199147
23830,WK159805,Wijk 05 Oudendijk,act col per,0.114504,0.114504,0.114504
23831,WK159805,Wijk 05 Oudendijk,act fat per,0.13488599999999998,0.13488599999999998,0.13488599999999998
23834,WK159805,Wijk 05 Oudendijk,biggest party,0.337351,0.337351,0.337351
23835,WK159805,Wijk 05 Oudendijk,biggest party name,1.0,1.0,1.0
23844,WK159806,Wijk 06 Obdam,act ind per,0.49749499999999997,0.47128000000000003,0.445065
23845,WK159806,Wijk 06 Obdam,act ega per,0.199147,0.18523399999999998,0.171322
23846,WK159806,Wijk 06 Obdam,act col per,0.114504,0.11544600000000001,0.11638699999999999
23847,WK159806,Wijk 06 Obdam,act fat per,0.13488599999999998,0.16800199999999998,0.20111700000000002
23850,WK159806,Wijk 06 Obdam,biggest party,0.337351,0.265975,0.23556799999999997
23851,WK159806,Wijk 06 Obdam,biggest party name,1.0,1.0,2.0
23860,WK159807,Wijk 07 Hensbroek,act ind per,0.49749499999999997,0.49749499999999997,0.49749499999999997
23861,WK159807,Wijk 07 Hensbroek,act ega per,0.199147,0.199147,0.199147
23862,WK159807,Wijk 07 Hensbroek,act col per,0.114504,0.114504,0.114504
23863,WK159807,Wijk 07 Hensbroek,act fat per,0.13488599999999998,0.13488599999999998,0.13488599999999998
23866,WK159807,Wijk 07 Hensbroek,biggest party,0.337351,0.337351,0.337351
23867,WK159807,Wijk 07 Hensbroek,biggest party name,1.0,1.0,1.0
23876,WK007900,Wijk 00 Kollum,act ind per,0.509568,0.46518699999999996,0.420807
23877,WK007900,Wijk 00 Kollum,act ega per,0.140241,0.115415,0.0905903
23878,WK007900,Wijk 00 Kollum,act col per,0.158557,0.150874,0.143191
23879,WK007900,Wijk 00 Kollum,act fat per,0.148715,0.186865,0.22501500000000002
23882,WK007900,Wijk 00 Kollum,biggest party,0.285402,0.260176,0.23495
23883,WK007900,Wijk 00 Kollum,biggest party name,2.0,2.0,2.0
23892,WK007901,Wijk 01 Oost,act ind per,0.510522,0.510522,0.510522
23893,WK007901,Wijk 01 Oost,act ega per,0.144556,0.144556,0.144556
23894,WK007901,Wijk 01 Oost,act col per,0.142726,0.142726,0.142726
23895,WK007901,Wijk 01 Oost,act fat per,0.15096099999999998,0.15096099999999998,0.15096099999999998
23898,WK007901,Wijk 01 Oost,biggest party,0.28179299999999996,0.28179299999999996,0.28179299999999996
23899,WK007901,Wijk 01 Oost,biggest party name,2.0,2.0,2.0
23908,WK007902,Wijk 02 Noordwest,act ind per,0.483547,0.43293000000000004,0.382313
23909,WK007902,Wijk 02 Noordwest,act ega per,0.13436900000000002,0.117525,0.10067999999999999
23910,WK007902,Wijk 02 Noordwest,act col per,0.13711199999999998,0.116855,0.0965986
23911,WK007902,Wijk 02 Noordwest,act fat per,0.201097,0.225719,0.25034
23914,WK007902,Wijk 02 Noordwest,biggest party,0.268739,0.23845100000000002,0.20816300000000001
23915,WK007902,Wijk 02 Noordwest,biggest party name,2.0,2.0,2.0
23924,WK007903,Wijk 03 Zuidwest,act ind per,0.476782,0.48227200000000003,0.487762
23925,WK007903,Wijk 03 Zuidwest,act ega per,0.0993103,0.0767531,0.05419580000000001
23926,WK007903,Wijk 03 Zuidwest,act col per,0.157701,0.11905999999999999,0.08041960000000001
23927,WK007903,Wijk 03 Zuidwest,act fat per,0.21471300000000001,0.22492600000000001,0.23514000000000002
23930,WK007903,Wijk 03 Zuidwest,biggest party,0.278161,0.281563,0.284965
23931,WK007903,Wijk 03 Zuidwest,biggest party name,2.0,2.0,2.0
23940,WK058800,Wijk 00 Nieuw Beijerland,act ind per,0.32807,0.278463,0.228856
23941,WK058800,Wijk 00 Nieuw Beijerland,act ega per,0.09912280000000001,0.09869069999999999,0.0982587
23942,WK058800,Wijk 00 Nieuw Beijerland,act col per,0.07982460000000001,0.07846950000000001,0.07711439999999999
23943,WK058800,Wijk 00 Nieuw Beijerland,act fat per,0.457895,0.502579,0.5472640000000001
23946,WK058800,Wijk 00 Nieuw Beijerland,biggest party,0.337719,0.351074,0.36442800000000003
23947,WK058800,Wijk 00 Nieuw Beijerland,biggest party name,11.0,11.0,11.0
23956,WK058801,Wijk 01 Piershil,act ind per,0.365815,0.321899,0.277983
23957,WK058801,Wijk 01 Piershil,act ega per,0.123003,0.124232,0.125461
23958,WK058801,Wijk 01 Piershil,act col per,0.10423299999999999,0.10931199999999999,0.114391
23959,WK058801,Wijk 01 Piershil,act fat per,0.355431,0.388048,0.42066400000000004
23962,WK058801,Wijk 01 Piershil,biggest party,0.20487199999999997,0.167012,0.25461300000000003
23963,WK058801,Wijk 01 Piershil,biggest party name,1.0,1.0,12.0
23972,WK058802,Wijk 02 Goudswaard,act ind per,0.299754,0.299754,0.299754
23973,WK058802,Wijk 02 Goudswaard,act ega per,0.09828010000000001,0.09828010000000001,0.09828010000000001
23974,WK058802,Wijk 02 Goudswaard,act col per,0.0876331,0.0876331,0.0876331
23975,WK058802,Wijk 02 Goudswaard,act fat per,0.47420100000000004,0.47420100000000004,0.47420100000000004
23978,WK058802,Wijk 02 Goudswaard,biggest party,0.285831,0.285831,0.285831
23979,WK058802,Wijk 02 Goudswaard,biggest party name,11.0,11.0,11.0
23988,WK058803,Wijk 03 Zuid Beijerland,act ind per,0.44846800000000003,0.395712,0.342956
23989,WK058803,Wijk 03 Zuid Beijerland,act ega per,0.183048,0.171201,0.159353
23990,WK058803,Wijk 03 Zuid Beijerland,act col per,0.10187,0.0959698,0.0900693
23991,WK058803,Wijk 03 Zuid Beijerland,act fat per,0.20851599999999998,0.273426,0.338337
23994,WK058803,Wijk 03 Zuid Beijerland,biggest party,0.25666500000000003,0.20108099999999998,0.22632800000000003
23995,WK058803,Wijk 03 Zuid Beijerland,biggest party name,1.0,1.0,12.0
24004,WK054200,Wijk 00 Krimpen aan den IJssel,act ind per,0.356534,0.316339,0.27614299999999997
24005,WK054200,Wijk 00 Krimpen aan den IJssel,act ega per,0.161671,0.149586,0.137501
24006,WK054200,Wijk 00 Krimpen aan den IJssel,act col per,0.120717,0.11279600000000001,0.104875
24007,WK054200,Wijk 00 Krimpen aan den IJssel,act fat per,0.314949,0.363764,0.412579
24010,WK054200,Wijk 00 Krimpen aan den IJssel,biggest party,0.182811,0.160579,0.175831
24011,WK054200,Wijk 00 Krimpen aan den IJssel,biggest party name,1.0,11.0,11.0
24020,WK193100,Wijk 00 Lekkerkerk,act ind per,0.417459,0.363186,0.30891399999999997
24021,WK193100,Wijk 00 Lekkerkerk,act ega per,0.162949,0.154894,0.14684
24022,WK193100,Wijk 00 Lekkerkerk,act col per,0.14316199999999998,0.141111,0.13906
24023,WK193100,Wijk 00 Lekkerkerk,act fat per,0.23142600000000002,0.28265,0.333874
24026,WK193100,Wijk 00 Lekkerkerk,biggest party,0.26362800000000003,0.22257600000000002,0.18444100000000002
24027,WK193100,Wijk 00 Lekkerkerk,biggest party name,1.0,1.0,12.0
24036,WK193101,Wijk 01 Krimpen aan de Lek,act ind per,0.369132,0.32902800000000004,0.288923
24037,WK193101,Wijk 01 Krimpen aan de Lek,act ega per,0.181134,0.16056700000000002,0.14
24038,WK193101,Wijk 01 Krimpen aan de Lek,act col per,0.147254,0.14193499999999998,0.13661500000000001
24039,WK193101,Wijk 01 Krimpen aan de Lek,act fat per,0.240921,0.29030700000000004,0.339692
24042,WK193101,Wijk 01 Krimpen aan de Lek,biggest party,0.19907,0.165073,0.195077
24043,WK193101,Wijk 01 Krimpen aan de Lek,biggest party name,1.0,1.0,12.0
24052,WK193102,Wijk 02 Ouderkerk aan den IJssel,act ind per,0.448499,0.39510500000000004,0.341711
24053,WK193102,Wijk 02 Ouderkerk aan den IJssel,act ega per,0.11785599999999999,0.111838,0.10582000000000001
24054,WK193102,Wijk 02 Ouderkerk aan den IJssel,act col per,0.0865354,0.0829502,0.07936510000000001
24055,WK193102,Wijk 02 Ouderkerk aan den IJssel,act fat per,0.309977,0.363983,0.41798900000000005
24058,WK193102,Wijk 02 Ouderkerk aan den IJssel,biggest party,0.21892199999999998,0.204179,0.22398600000000002
24059,WK193102,Wijk 02 Ouderkerk aan den IJssel,biggest party name,1.0,11.0,11.0
24068,WK193103,Wijk 03 Gouderak,act ind per,0.407814,0.382683,0.357551
24069,WK193103,Wijk 03 Gouderak,act ega per,0.15323599999999998,0.134169,0.115102
24070,WK193103,Wijk 03 Gouderak,act col per,0.11233199999999999,0.11208399999999999,0.11183699999999999
24071,WK193103,Wijk 03 Gouderak,act fat per,0.28266199999999997,0.316841,0.35102
24074,WK193103,Wijk 03 Gouderak,biggest party,0.211233,0.177045,0.182041
24075,WK193103,Wijk 03 Gouderak,biggest party name,1.0,1.0,12.0
24084,WK193104,Wijk 04 Bergambacht,act ind per,0.456103,0.389987,0.323871
24085,WK193104,Wijk 04 Bergambacht,act ega per,0.158887,0.148616,0.138345
24086,WK193104,Wijk 04 Bergambacht,act col per,0.10749500000000001,0.12152,0.135546
24087,WK193104,Wijk 04 Bergambacht,act fat per,0.24454,0.292002,0.339464
24090,WK193104,Wijk 04 Bergambacht,biggest party,0.22012800000000002,0.181436,0.177529
24091,WK193104,Wijk 04 Bergambacht,biggest party name,1.0,1.0,12.0
24100,WK193105,Wijk 05 Bergstoep,act ind per,0.52079,0.460395,0.4
24101,WK193105,Wijk 05 Bergstoep,act ega per,0.110187,0.106706,0.103226
24102,WK193105,Wijk 05 Bergstoep,act col per,0.08731810000000001,0.0907558,0.0941935
24103,WK193105,Wijk 05 Bergstoep,act fat per,0.246362,0.3006,0.35483899999999996
24106,WK193105,Wijk 05 Bergstoep,biggest party,0.28794200000000003,0.242681,0.197419
24107,WK193105,Wijk 05 Bergstoep,biggest party name,1.0,1.0,1.0
24116,WK193106,Wijk 06 Ammerstol,act ind per,0.390344,0.390344,0.390344
24117,WK193106,Wijk 06 Ammerstol,act ega per,0.196399,0.196399,0.196399
24118,WK193106,Wijk 06 Ammerstol,act col per,0.174304,0.174304,0.174304
24119,WK193106,Wijk 06 Ammerstol,act fat per,0.183306,0.183306,0.183306
24122,WK193106,Wijk 06 Ammerstol,biggest party,0.26268400000000003,0.26268400000000003,0.26268400000000003
24123,WK193106,Wijk 06 Ammerstol,biggest party name,1.0,1.0,1.0
24132,WK193107,Wijk 07 Berkenwoude,act ind per,0.38724200000000003,0.38724200000000003,0.38724200000000003
24133,WK193107,Wijk 07 Berkenwoude,act ega per,0.15453699999999998,0.15453699999999998,0.15453699999999998
24134,WK193107,Wijk 07 Berkenwoude,act col per,0.054806799999999996,0.054806799999999996,0.054806799999999996
24135,WK193107,Wijk 07 Berkenwoude,act fat per,0.37646,0.37646,0.37646
24138,WK193107,Wijk 07 Berkenwoude,biggest party,0.299191,0.299191,0.299191
24139,WK193107,Wijk 07 Berkenwoude,biggest party name,11.0,11.0,11.0
24148,WK193108,Wijk 08 Haastrecht,act ind per,0.496511,0.45101499999999994,0.405519
24149,WK193108,Wijk 08 Haastrecht,act ega per,0.203768,0.198937,0.194107
24150,WK193108,Wijk 08 Haastrecht,act col per,0.094208,0.09177189999999999,0.0893358
24151,WK193108,Wijk 08 Haastrecht,act fat per,0.17097,0.210602,0.250234
24154,WK193108,Wijk 08 Haastrecht,biggest party,0.288904,0.245481,0.202058
24155,WK193108,Wijk 08 Haastrecht,biggest party name,1.0,1.0,1.0
24164,WK193110,Wijk 10 Stolwijk,act ind per,0.443658,0.413292,0.382927
24165,WK193110,Wijk 10 Stolwijk,act ega per,0.112094,0.11123,0.110366
24166,WK193110,Wijk 10 Stolwijk,act col per,0.0654867,0.0638409,0.0621951
24167,WK193110,Wijk 10 Stolwijk,act fat per,0.354572,0.379725,0.404878
24170,WK193110,Wijk 10 Stolwijk,biggest party,0.271976,0.232963,0.23170700000000002
24171,WK193110,Wijk 10 Stolwijk,biggest party name,1.0,11.0,11.0
24180,WK193111,Wijk 11 Vlist,act ind per,0.516588,0.507548,0.498507
24181,WK193111,Wijk 11 Vlist,act ega per,0.130332,0.117405,0.104478
24182,WK193111,Wijk 11 Vlist,act col per,0.0734597,0.0770284,0.080597
24183,WK193111,Wijk 11 Vlist,act fat per,0.246446,0.25755100000000003,0.26865700000000003
24186,WK193111,Wijk 11 Vlist,biggest party,0.2109,0.198603,0.191045
24187,WK193111,Wijk 11 Vlist,biggest party name,1.0,2.0,2.0
24196,WK193112,Wijk 12 Schoonhoven,act ind per,0.44218900000000005,0.39021999999999996,0.338251
24197,WK193112,Wijk 12 Schoonhoven,act ega per,0.243296,0.23667600000000003,0.230055
24198,WK193112,Wijk 12 Schoonhoven,act col per,0.10688800000000001,0.105083,0.103279
24199,WK193112,Wijk 12 Schoonhoven,act fat per,0.157196,0.20810599999999999,0.25901599999999997
24202,WK193112,Wijk 12 Schoonhoven,biggest party,0.244772,0.20052799999999998,0.15628399999999998
24203,WK193112,Wijk 12 Schoonhoven,biggest party name,1.0,1.0,1.0
24212,WK165900,Wijk 00 Beek en Donk,act ind per,0.408969,0.382482,0.35599400000000003
24213,WK165900,Wijk 00 Beek en Donk,act ega per,0.169158,0.160951,0.15274400000000002
24214,WK165900,Wijk 00 Beek en Donk,act col per,0.195122,0.187564,0.180007
24215,WK165900,Wijk 00 Beek en Donk,act fat per,0.182533,0.20617399999999997,0.22981500000000002
24218,WK165900,Wijk 00 Beek en Donk,biggest party,0.243902,0.191603,0.22160100000000002
24219,WK165900,Wijk 00 Beek en Donk,biggest party name,1.0,2.0,2.0
24228,WK165901,Wijk 01 Aarle Rixtel,act ind per,0.441233,0.378225,0.315217
24229,WK165901,Wijk 01 Aarle Rixtel,act ega per,0.187724,0.192083,0.196443
24230,WK165901,Wijk 01 Aarle Rixtel,act col per,0.183044,0.184408,0.185771
24231,WK165901,Wijk 01 Aarle Rixtel,act fat per,0.147536,0.179796,0.21205500000000002
24234,WK165901,Wijk 01 Aarle Rixtel,biggest party,0.261767,0.207366,0.156126
24235,WK165901,Wijk 01 Aarle Rixtel,biggest party name,1.0,1.0,2.0
24244,WK165902,Wijk 02 Lieshout,act ind per,0.421725,0.38866799999999996,0.35561
24245,WK165902,Wijk 02 Lieshout,act ega per,0.157614,0.14222200000000002,0.126829
24246,WK165902,Wijk 02 Lieshout,act col per,0.203763,0.17968599999999998,0.15561
24247,WK165902,Wijk 02 Lieshout,act fat per,0.180334,0.218703,0.257073
24250,WK165902,Wijk 02 Lieshout,biggest party,0.243876,0.194223,0.214146
24251,WK165902,Wijk 02 Lieshout,biggest party name,1.0,2.0,2.0
24260,WK165903,Wijk 03 Mariahout,act ind per,0.506372,0.506372,0.506372
24261,WK165903,Wijk 03 Mariahout,act ega per,0.139337,0.139337,0.139337
24262,WK165903,Wijk 03 Mariahout,act col per,0.14443499999999998,0.14443499999999998,0.14443499999999998
24263,WK165903,Wijk 03 Mariahout,act fat per,0.165675,0.165675,0.165675
24266,WK165903,Wijk 03 Mariahout,biggest party,0.285472,0.285472,0.285472
24267,WK165903,Wijk 03 Mariahout,biggest party name,1.0,1.0,1.0
24276,WK168500,Wijk 00 Schaijk,act ind per,0.464837,0.40720500000000004,0.349573
24277,WK168500,Wijk 00 Schaijk,act ega per,0.164237,0.15476800000000002,0.145299
24278,WK168500,Wijk 00 Schaijk,act col per,0.183748,0.180122,0.17649600000000001
24279,WK168500,Wijk 00 Schaijk,act fat per,0.146226,0.172259,0.198291
24282,WK168500,Wijk 00 Schaijk,biggest party,0.27165500000000004,0.22599899999999998,0.180342
24283,WK168500,Wijk 00 Schaijk,biggest party name,1.0,1.0,1.0
24292,WK168501,Wijk 01 Reek,act ind per,0.417667,0.323626,0.229586
24293,WK168501,Wijk 01 Reek,act ega per,0.17152699999999999,0.156177,0.140828
24294,WK168501,Wijk 01 Reek,act col per,0.20583200000000001,0.162679,0.119527
24295,WK168501,Wijk 01 Reek,act fat per,0.166381,0.18141500000000002,0.19645
24298,WK168501,Wijk 01 Reek,biggest party,0.247856,0.186058,0.295858
24299,WK168501,Wijk 01 Reek,biggest party name,1.0,1.0,14.0
24308,WK168502,Wijk 02 Zeeland,act ind per,0.44316300000000003,0.39703499999999997,0.350907
24309,WK168502,Wijk 02 Zeeland,act ega per,0.169472,0.151056,0.132639
24310,WK168502,Wijk 02 Zeeland,act col per,0.212589,0.189068,0.165547
24311,WK168502,Wijk 02 Zeeland,act fat per,0.13050499999999998,0.16548800000000002,0.20047
24314,WK168502,Wijk 02 Zeeland,biggest party,0.240258,0.198705,0.19005999999999998
24315,WK168502,Wijk 02 Zeeland,biggest party name,1.0,1.0,2.0
24324,WK168509,Wijk 09 Verspreide huizen Zeeland,act ind per,nan,nan,nan
24325,WK168509,Wijk 09 Verspreide huizen Zeeland,act ega per,nan,nan,nan
24326,WK168509,Wijk 09 Verspreide huizen Zeeland,act col per,nan,nan,nan
24327,WK168509,Wijk 09 Verspreide huizen Zeeland,act fat per,nan,nan,nan
24330,WK168509,Wijk 09 Verspreide huizen Zeeland,biggest party,nan,nan,nan
24331,WK168509,Wijk 09 Verspreide huizen Zeeland,biggest party name,nan,nan,nan
24340,WK088200,Wijk 00 Schaesberg,act ind per,0.26676500000000003,0.21831199999999998,0.16985799999999998
24341,WK088200,Wijk 00 Schaesberg,act ega per,0.18291300000000002,0.16825299999999999,0.153593
24342,WK088200,Wijk 00 Schaesberg,act col per,0.221565,0.20960900000000002,0.197653
24343,WK088200,Wijk 00 Schaesberg,act fat per,0.265392,0.31130399999999997,0.357216
24346,WK088200,Wijk 00 Schaesberg,biggest party,0.246383,0.22654699999999997,0.20671199999999998
24347,WK088200,Wijk 00 Schaesberg,biggest party name,3.0,3.0,3.0
24356,WK088201,Wijk 01 Nieuwenhagen,act ind per,0.27828400000000003,0.21946999999999997,0.160657
24357,WK088201,Wijk 01 Nieuwenhagen,act ega per,0.157134,0.14585599999999999,0.134578
24358,WK088201,Wijk 01 Nieuwenhagen,act col per,0.21181599999999998,0.185754,0.159691
24359,WK088201,Wijk 01 Nieuwenhagen,act fat per,0.27828400000000003,0.320887,0.36349000000000004
24362,WK088201,Wijk 01 Nieuwenhagen,biggest party,0.259585,0.243927,0.22826799999999997
24363,WK088201,Wijk 01 Nieuwenhagen,biggest party name,3.0,3.0,3.0
24372,WK088202,Wijk 02 Ubach over Worms,act ind per,0.263165,0.214144,0.165123
24373,WK088202,Wijk 02 Ubach over Worms,act ega per,0.16558699999999998,0.144522,0.123457
24374,WK088202,Wijk 02 Ubach over Worms,act col per,0.19572,0.180576,0.165432
24375,WK088202,Wijk 02 Ubach over Worms,act fat per,0.308223,0.338062,0.36790100000000003
24378,WK088202,Wijk 02 Ubach over Worms,biggest party,0.28851,0.25336,0.21821
24379,WK088202,Wijk 02 Ubach over Worms,biggest party name,3.0,3.0,3.0
24388,WK041500,Wijk 00 Landsmeer,act ind per,0.33072399999999996,0.27071,0.210696
24389,WK041500,Wijk 00 Landsmeer,act ega per,0.287019,0.284296,0.281572
24390,WK041500,Wijk 00 Landsmeer,act col per,0.175473,0.173593,0.171714
24391,WK041500,Wijk 00 Landsmeer,act fat per,0.156338,0.22185500000000002,0.287371
24394,WK041500,Wijk 00 Landsmeer,biggest party,0.24766300000000002,0.189392,0.21488400000000002
24395,WK041500,Wijk 00 Landsmeer,biggest party name,1.0,1.0,12.0
24404,WK041501,Wijk 01 Ilpendam,act ind per,0.43663599999999997,0.43663599999999997,0.43663599999999997
24405,WK041501,Wijk 01 Ilpendam,act ega per,0.223502,0.223502,0.223502
24406,WK041501,Wijk 01 Ilpendam,act col per,0.09677419999999999,0.09677419999999999,0.09677419999999999
24407,WK041501,Wijk 01 Ilpendam,act fat per,0.193548,0.193548,0.193548
24410,WK041501,Wijk 01 Ilpendam,biggest party,0.34677399999999997,0.34677399999999997,0.34677399999999997
24411,WK041501,Wijk 01 Ilpendam,biggest party name,1.0,1.0,1.0
24420,WK041600,Wijk 00,act ind per,0.436292,0.369636,0.30298
24421,WK041600,Wijk 00,act ega per,0.240646,0.23376599999999997,0.22688699999999998
24422,WK041600,Wijk 00,act col per,0.12488800000000001,0.130104,0.13532
24423,WK041600,Wijk 00,act fat per,0.139561,0.191721,0.243881
24426,WK041600,Wijk 00,biggest party,0.283525,0.212022,0.18224500000000002
24427,WK041600,Wijk 00,biggest party name,1.0,1.0,12.0
24436,WK162111,Wijk 11 Bergschenhoek,act ind per,0.48718900000000004,0.43747700000000006,0.387765
24437,WK162111,Wijk 11 Bergschenhoek,act ega per,0.185468,0.190813,0.196158
24438,WK162111,Wijk 11 Bergschenhoek,act col per,0.10325,0.0897951,0.0763398
24439,WK162111,Wijk 11 Bergschenhoek,act fat per,0.173231,0.22058899999999998,0.267947
24442,WK162111,Wijk 11 Bergschenhoek,biggest party,0.25047800000000003,0.208657,0.183013
24443,WK162111,Wijk 11 Bergschenhoek,biggest party name,1.0,1.0,12.0
24452,WK162112,Wijk 12 De Ackers,act ind per,0.493774,0.43491,0.37604699999999996
24453,WK162112,Wijk 12 De Ackers,act ega per,0.23281,0.21900100000000003,0.205193
24454,WK162112,Wijk 12 De Ackers,act col per,0.0720087,0.0803929,0.08877719999999999
24455,WK162112,Wijk 12 De Ackers,act fat per,0.15647,0.20930700000000002,0.262144
24458,WK162112,Wijk 12 De Ackers,biggest party,0.325393,0.26864299999999997,0.21189299999999997
24459,WK162112,Wijk 12 De Ackers,biggest party name,1.0,1.0,1.0
24468,WK162113,Wijk 13 Boterdorp,act ind per,0.507905,0.507905,0.507905
24469,WK162113,Wijk 13 Boterdorp,act ega per,0.20949600000000002,0.20949600000000002,0.20949600000000002
24470,WK162113,Wijk 13 Boterdorp,act col per,0.0831117,0.0831117,0.0831117
24471,WK162113,Wijk 13 Boterdorp,act fat per,0.16453099999999998,0.16453099999999998,0.16453099999999998
24474,WK162113,Wijk 13 Boterdorp,biggest party,0.324808,0.324808,0.324808
24475,WK162113,Wijk 13 Boterdorp,biggest party name,1.0,1.0,1.0
24484,WK162114,Wijk 14,act ind per,0.48002399999999995,0.426069,0.37211500000000003
24485,WK162114,Wijk 14,act ega per,0.240306,0.24130700000000002,0.242308
24486,WK162114,Wijk 14,act col per,0.0822562,0.07574349999999999,0.0692308
24487,WK162114,Wijk 14,act fat per,0.1651,0.214281,0.263462
24490,WK162114,Wijk 14,biggest party,0.334313,0.283502,0.232692
24491,WK162114,Wijk 14,biggest party name,1.0,1.0,1.0
24500,WK162115,Wijk 15 Oosteindsche Polder,act ind per,0.507905,0.507905,0.507905
24501,WK162115,Wijk 15 Oosteindsche Polder,act ega per,0.20949600000000002,0.20949600000000002,0.20949600000000002
24502,WK162115,Wijk 15 Oosteindsche Polder,act col per,0.0831117,0.0831117,0.0831117
24503,WK162115,Wijk 15 Oosteindsche Polder,act fat per,0.16453099999999998,0.16453099999999998,0.16453099999999998
24506,WK162115,Wijk 15 Oosteindsche Polder,biggest party,0.324808,0.324808,0.324808
24507,WK162115,Wijk 15 Oosteindsche Polder,biggest party name,1.0,1.0,1.0
24516,WK162121,Wijk 21 Berkel,act ind per,0.507905,0.507905,0.507905
24517,WK162121,Wijk 21 Berkel,act ega per,0.20949600000000002,0.20949600000000002,0.20949600000000002
24518,WK162121,Wijk 21 Berkel,act col per,0.0831117,0.0831117,0.0831117
24519,WK162121,Wijk 21 Berkel,act fat per,0.16453099999999998,0.16453099999999998,0.16453099999999998
24522,WK162121,Wijk 21 Berkel,biggest party,0.324808,0.324808,0.324808
24523,WK162121,Wijk 21 Berkel,biggest party name,1.0,1.0,1.0
24532,WK162122,Wijk 22 Noordpolder,act ind per,0.517479,0.46548900000000004,0.413498
24533,WK162122,Wijk 22 Noordpolder,act ega per,0.201932,0.188418,0.174905
