,WK_CODE,Country,Time,2017,2018,2019
855,WK036103,Overdie,act fat per,0.128751,0.19681400000000002,0.264877
858,WK036103,Overdie,biggest party,0.22209099999999998,0.157308,0.16944800000000002
859,WK036103,Overdie,biggest party name,1.0,1.0,12.0
868,WK036104,West,act ind per,0.324498,0.271158,0.21781799999999998
869,WK036104,West,act ega per,0.33467199999999997,0.342102,0.349531
870,WK036104,West,act col per,0.158801,0.168488,0.178176
871,WK036104,West,act fat per,0.128751,0.155808,0.182864
874,WK036104,West,biggest party,0.22209099999999998,0.167951,0.15856800000000001
875,WK036104,West,biggest party name,1.0,1.0,6.0
884,WK036105,Huiswaard,act ind per,0.324498,0.249615,0.174733
885,WK036105,Huiswaard,act ega per,0.33467199999999997,0.328368,0.32206399999999996
886,WK036105,Huiswaard,act col per,0.158801,0.167123,0.17544500000000002
887,WK036105,Huiswaard,act fat per,0.128751,0.18021199999999998,0.231673
890,WK036105,Huiswaard,biggest party,0.22209099999999998,0.154818,0.166192
891,WK036105,Huiswaard,biggest party name,1.0,1.0,6.0
900,WK036106,De Mare,act ind per,0.324498,0.248223,0.171948
901,WK036106,De Mare,act ega per,0.33467199999999997,0.31971700000000003,0.304762
902,WK036106,De Mare,act col per,0.158801,0.181825,0.204848
903,WK036106,De Mare,act fat per,0.128751,0.18350999999999998,0.23826799999999998
906,WK036106,De Mare,biggest party,0.22209099999999998,0.154335,0.16536800000000001
907,WK036106,De Mare,biggest party name,1.0,1.0,12.0
916,WK036107,Daalmeer Koedijk,act ind per,0.324498,0.25698000000000004,0.18946300000000002
917,WK036107,Daalmeer Koedijk,act ega per,0.33467199999999997,0.315892,0.297112
918,WK036107,Daalmeer Koedijk,act col per,0.158801,0.16818,0.177558
919,WK036107,Daalmeer Koedijk,act fat per,0.128751,0.18848900000000002,0.248227
922,WK036107,Daalmeer Koedijk,biggest party,0.22209099999999998,0.162591,0.175025
923,WK036107,Daalmeer Koedijk,biggest party name,1.0,1.0,12.0
932,WK036108,Centrum,act ind per,0.324498,0.272649,0.22080100000000003
933,WK036108,Centrum,act ega per,0.33467199999999997,0.381405,0.42813900000000005
934,WK036108,Centrum,act col per,0.158801,0.148569,0.138337
935,WK036108,Centrum,act fat per,0.128751,0.144988,0.161225
938,WK036108,Centrum,biggest party,0.22209099999999998,0.183075,0.215079
939,WK036108,Centrum,biggest party name,1.0,1.0,6.0
948,WK036109,Schermer,act ind per,0.324498,0.335811,0.347124
949,WK036109,Schermer,act ega per,0.33467199999999997,0.27127199999999996,0.207871
950,WK036109,Schermer,act col per,0.158801,0.149279,0.139758
951,WK036109,Schermer,act fat per,0.128751,0.17991500000000002,0.23108
954,WK036109,Schermer,biggest party,0.22209099999999998,0.200349,0.178607
955,WK036109,Schermer,biggest party name,1.0,1.0,1.0
964,WK036110,Graft De Rijp,act ind per,0.324498,0.321913,0.319328
965,WK036110,Graft De Rijp,act ega per,0.33467199999999997,0.279431,0.22419
966,WK036110,Graft De Rijp,act col per,0.158801,0.163434,0.168067
967,WK036110,Graft De Rijp,act fat per,0.128751,0.180822,0.232893
970,WK036110,Graft De Rijp,biggest party,0.22209099999999998,0.195979,0.171969
971,WK036110,Graft De Rijp,biggest party name,1.0,1.0,12.0
980,WK036111,Vroonermeer,act ind per,0.324498,0.324498,0.324498
981,WK036111,Vroonermeer,act ega per,0.33467199999999997,0.33467199999999997,0.33467199999999997
982,WK036111,Vroonermeer,act col per,0.158801,0.158801,0.158801
983,WK036111,Vroonermeer,act fat per,0.128751,0.128751,0.128751
986,WK036111,Vroonermeer,biggest party,0.22209099999999998,0.22209099999999998,0.22209099999999998
987,WK036111,Vroonermeer,biggest party name,1.0,1.0,1.0
996,WK014110,Wijk 10 Binnenstad,act ind per,0.341119,0.309821,0.278524
997,WK014110,Wijk 10 Binnenstad,act ega per,0.250638,0.247523,0.244407
998,WK014110,Wijk 10 Binnenstad,act col per,0.176644,0.186197,0.195749
999,WK014110,Wijk 10 Binnenstad,act fat per,0.177036,0.21100100000000002,0.244966
1002,WK014110,Wijk 10 Binnenstad,biggest party,0.17998,0.158502,0.144295
1003,WK014110,Wijk 10 Binnenstad,biggest party name,1.0,1.0,12.0
1012,WK014111,Wijk 11 De Riet,act ind per,0.219581,0.20391700000000001,0.188252
1013,WK014111,Wijk 11 De Riet,act ega per,0.225523,0.20929499999999998,0.19306700000000002
1014,WK014111,Wijk 11 De Riet,act col per,0.20316900000000002,0.19547,0.187771
1015,WK014111,Wijk 11 De Riet,act fat per,0.29739699999999997,0.345617,0.393837
1018,WK014111,Wijk 11 De Riet,biggest party,0.273911,0.23565500000000003,0.1974
1019,WK014111,Wijk 11 De Riet,biggest party name,3.0,3.0,3.0
1028,WK014112,Wijk 12 Noorderkwartier,act ind per,0.406001,0.398352,0.390704
1029,WK014112,Wijk 12 Noorderkwartier,act ega per,0.18861,0.207056,0.225503
1030,WK014112,Wijk 12 Noorderkwartier,act col per,0.180649,0.16664400000000001,0.15263800000000002
1031,WK014112,Wijk 12 Noorderkwartier,act fat per,0.183099,0.19362200000000002,0.204146
1034,WK014112,Wijk 12 Noorderkwartier,biggest party,0.195958,0.20361700000000002,0.219849
1035,WK014112,Wijk 12 Noorderkwartier,biggest party name,2.0,1.0,1.0
1044,WK014113,Wijk 13 Sluitersveld,act ind per,0.343326,0.322488,0.30165
1045,WK014113,Wijk 13 Sluitersveld,act ega per,0.214052,0.186366,0.15868
1046,WK014113,Wijk 13 Sluitersveld,act col per,0.158314,0.164389,0.170463
1047,WK014113,Wijk 13 Sluitersveld,act fat per,0.22060900000000003,0.27173400000000003,0.322859
1050,WK014113,Wijk 13 Sluitersveld,biggest party,0.201874,0.17792,0.161822
1051,WK014113,Wijk 13 Sluitersveld,biggest party name,3.0,3.0,12.0
1060,WK014114,Wijk 14 Wierdense Hoek,act ind per,0.321745,0.292029,0.262312
1061,WK014114,Wijk 14 Wierdense Hoek,act ega per,0.26312199999999997,0.26608699999999996,0.26905100000000004
1062,WK014114,Wijk 14 Wierdense Hoek,act col per,0.183367,0.178257,0.173147
1063,WK014114,Wijk 14 Wierdense Hoek,act fat per,0.184731,0.21937399999999999,0.25401799999999997
1066,WK014114,Wijk 14 Wierdense Hoek,biggest party,0.166326,0.13786900000000002,0.134266
1067,WK014114,Wijk 14 Wierdense Hoek,biggest party name,2.0,3.0,13.0
1076,WK014115,Wijk 15 Nieuwstraat Kwartier,act ind per,0.173516,0.170014,0.166512
1077,WK014115,Wijk 15 Nieuwstraat Kwartier,act ega per,0.31253200000000003,0.300577,0.288622
1078,WK014115,Wijk 15 Nieuwstraat Kwartier,act col per,0.148148,0.154555,0.160962
1079,WK014115,Wijk 15 Nieuwstraat Kwartier,act fat per,0.313546,0.33022399999999996,0.346901
1082,WK014115,Wijk 15 Nieuwstraat Kwartier,biggest party,0.304921,0.27271999999999996,0.24051799999999998
1083,WK014115,Wijk 15 Nieuwstraat Kwartier,biggest party name,3.0,3.0,3.0
1092,WK014116,Wijk 16 Ossenkoppelerhoek,act ind per,0.302767,0.24976399999999999,0.196761
1093,WK014116,Wijk 16 Ossenkoppelerhoek,act ega per,0.297398,0.295258,0.293117
1094,WK014116,Wijk 16 Ossenkoppelerhoek,act col per,0.145808,0.153066,0.160324
1095,WK014116,Wijk 16 Ossenkoppelerhoek,act fat per,0.215613,0.26853499999999997,0.32145799999999997
1098,WK014116,Wijk 16 Ossenkoppelerhoek,biggest party,0.192896,0.17661,0.160324
1099,WK014116,Wijk 16 Ossenkoppelerhoek,biggest party name,3.0,3.0,3.0
1108,WK014117,Wijk 17 Hofkamp,act ind per,0.496334,0.456291,0.41624799999999995
1109,WK014117,Wijk 17 Hofkamp,act ega per,0.19458499999999998,0.19570099999999999,0.19681700000000002
1110,WK014117,Wijk 17 Hofkamp,act col per,0.12916,0.137863,0.146566
1111,WK014117,Wijk 17 Hofkamp,act fat per,0.141568,0.180499,0.21943000000000001
1114,WK014117,Wijk 17 Hofkamp,biggest party,0.2978,0.27746,0.257119
1115,WK014117,Wijk 17 Hofkamp,biggest party name,1.0,1.0,1.0
1124,WK014118,Wijk 18 Schelfhorst,act ind per,0.40862,0.369295,0.32997
1125,WK014118,Wijk 18 Schelfhorst,act ega per,0.17216199999999998,0.166798,0.161435
1126,WK014118,Wijk 18 Schelfhorst,act col per,0.163212,0.16961099999999998,0.176009
1127,WK014118,Wijk 18 Schelfhorst,act fat per,0.211729,0.25309899999999996,0.294469
1130,WK014118,Wijk 18 Schelfhorst,biggest party,0.204192,0.1688,0.17488800000000002
1131,WK014118,Wijk 18 Schelfhorst,biggest party name,1.0,1.0,12.0
1140,WK014119,Wijk 19 Windmolenbroek,act ind per,0.392619,0.353995,0.315371
1141,WK014119,Wijk 19 Windmolenbroek,act ega per,0.22060900000000003,0.20813099999999998,0.195652
1142,WK014119,Wijk 19 Windmolenbroek,act col per,0.170599,0.167663,0.16472699999999998
1143,WK014119,Wijk 19 Windmolenbroek,act fat per,0.170397,0.22589099999999998,0.281384
1146,WK014119,Wijk 19 Windmolenbroek,biggest party,0.203468,0.164502,0.170239
1147,WK014119,Wijk 19 Windmolenbroek,biggest party name,1.0,1.0,12.0
1156,WK014120,Wijk 20 Aadorp,act ind per,0.476828,0.476828,0.476828
1157,WK014120,Wijk 20 Aadorp,act ega per,0.146241,0.146241,0.146241
1158,WK014120,Wijk 20 Aadorp,act col per,0.158599,0.158599,0.158599
1159,WK014120,Wijk 20 Aadorp,act fat per,0.18537599999999999,0.18537599999999999,0.18537599999999999
1162,WK014120,Wijk 20 Aadorp,biggest party,0.24716799999999997,0.24716799999999997,0.24716799999999997
1163,WK014120,Wijk 20 Aadorp,biggest party name,1.0,1.0,1.0
1172,WK014121,Wijk 21 Bornerbroek,act ind per,0.680362,0.631292,0.582222
1173,WK014121,Wijk 21 Bornerbroek,act ega per,0.10271199999999998,0.0974669,0.09222230000000001
1174,WK014121,Wijk 21 Bornerbroek,act col per,0.058340199999999995,0.0625034,0.0666667
1175,WK014121,Wijk 21 Bornerbroek,act fat per,0.132293,0.182257,0.23222199999999998
1178,WK014121,Wijk 21 Bornerbroek,biggest party,0.41248999999999997,0.3868,0.361111
1179,WK014121,Wijk 21 Bornerbroek,biggest party name,2.0,2.0,2.0
1188,WK003401,Wijk 01 Almere Haven,act ind per,0.258619,0.21790700000000002,0.177195
1189,WK003401,Wijk 01 Almere Haven,act ega per,0.272032,0.261171,0.250311
1190,WK003401,Wijk 01 Almere Haven,act col per,0.166706,0.164605,0.162504
1191,WK003401,Wijk 01 Almere Haven,act fat per,0.207968,0.25710900000000003,0.306249
1194,WK003401,Wijk 01 Almere Haven,biggest party,0.181381,0.149025,0.19109500000000001
1195,WK003401,Wijk 01 Almere Haven,biggest party name,3.0,1.0,12.0
1204,WK003402,Wijk 02 Almere Stad,act ind per,0.29584,0.24764299999999997,0.199446
1205,WK003402,Wijk 02 Almere Stad,act ega per,0.28741,0.270599,0.253788
1206,WK003402,Wijk 02 Almere Stad,act col per,0.147755,0.158256,0.168757
1207,WK003402,Wijk 02 Almere Stad,act fat per,0.17661400000000002,0.23662600000000003,0.296638
1210,WK003402,Wijk 02 Almere Stad,biggest party,0.20552399999999998,0.165286,0.190246
1211,WK003402,Wijk 02 Almere Stad,biggest party name,1.0,1.0,12.0
1220,WK003403,Wijk 03 Almere Buiten,act ind per,0.29378200000000004,0.24818,0.202577
1221,WK003403,Wijk 03 Almere Buiten,act ega per,0.281985,0.268549,0.25511300000000003
1222,WK003403,Wijk 03 Almere Buiten,act col per,0.139578,0.149343,0.159109
1223,WK003403,Wijk 03 Almere Buiten,act fat per,0.19095299999999998,0.244954,0.298955
1226,WK003403,Wijk 03 Almere Buiten,biggest party,0.196174,0.160943,0.192132
1227,WK003403,Wijk 03 Almere Buiten,biggest party name,1.0,1.0,12.0
1236,WK003404,Wijk 04 Almere Poort,act ind per,0.32600500000000004,0.282476,0.238948
1237,WK003404,Wijk 04 Almere Poort,act ega per,0.31741199999999997,0.310515,0.303617
1238,WK003404,Wijk 04 Almere Poort,act col per,0.12534700000000001,0.131179,0.137011
1239,WK003404,Wijk 04 Almere Poort,act fat per,0.132171,0.197068,0.261966
1242,WK003404,Wijk 04 Almere Poort,biggest party,0.24488200000000002,0.207936,0.19108499999999998
1243,WK003404,Wijk 04 Almere Poort,biggest party name,1.0,1.0,12.0
1252,WK003405,Wijk 05 Almere Hout,act ind per,0.37255900000000003,0.325832,0.279104
1253,WK003405,Wijk 05 Almere Hout,act ega per,0.299167,0.303315,0.307463
1254,WK003405,Wijk 05 Almere Hout,act col per,0.125886,0.130854,0.135821
1255,WK003405,Wijk 05 Almere Hout,act fat per,0.16109,0.196963,0.23283600000000002
1258,WK003405,Wijk 05 Almere Hout,biggest party,0.274412,0.232729,0.191045
1259,WK003405,Wijk 05 Almere Hout,biggest party name,1.0,1.0,1.0
1268,WK003406,Wijk 06 Almere Pampus,act ind per,nan,nan,nan
1269,WK003406,Wijk 06 Almere Pampus,act ega per,nan,nan,nan
1270,WK003406,Wijk 06 Almere Pampus,act col per,nan,nan,nan
1271,WK003406,Wijk 06 Almere Pampus,act fat per,nan,nan,nan
1274,WK003406,Wijk 06 Almere Pampus,biggest party,nan,nan,nan
1275,WK003406,Wijk 06 Almere Pampus,biggest party name,nan,nan,nan
1284,WK048401,Oudshoorn,act ind per,0.39232,0.34676999999999997,0.301219
1285,WK048401,Oudshoorn,act ega per,0.27245,0.254786,0.23712199999999997
1286,WK048401,Oudshoorn,act col per,0.134701,0.14088599999999998,0.14707
1287,WK048401,Oudshoorn,act fat per,0.142625,0.192626,0.242627
1290,WK048401,Oudshoorn,biggest party,0.240756,0.20413699999999999,0.17341700000000002
1291,WK048401,Oudshoorn,biggest party name,1.0,1.0,12.0
1300,WK048402,Ridderveld,act ind per,0.377421,0.334908,0.29239499999999996
1301,WK048402,Ridderveld,act ega per,0.273301,0.258679,0.244056
1302,WK048402,Ridderveld,act col per,0.130444,0.13173800000000002,0.13303199999999998
1303,WK048402,Ridderveld,act fat per,0.161156,0.213905,0.266654
1306,WK048402,Ridderveld,biggest party,0.227287,0.191557,0.186088
1307,WK048402,Ridderveld,biggest party name,1.0,1.0,12.0
1316,WK048403,Zegersloot,act ind per,0.364613,0.33278,0.30094699999999996
1317,WK048403,Zegersloot,act ega per,0.286181,0.26823,0.250278
1318,WK048403,Zegersloot,act col per,0.139122,0.146259,0.153396
1319,WK048403,Zegersloot,act fat per,0.154995,0.191779,0.228564
1322,WK048403,Zegersloot,biggest party,0.218021,0.193921,0.169822
1323,WK048403,Zegersloot,biggest party name,1.0,1.0,1.0
1332,WK048404,Hoorn,act ind per,0.354693,0.32716999999999996,0.299647
1333,WK048404,Hoorn,act ega per,0.22088200000000002,0.202098,0.183314
1334,WK048404,Hoorn,act col per,0.13833399999999998,0.136147,0.13396
1335,WK048404,Hoorn,act fat per,0.22239,0.269244,0.31609899999999996
1338,WK048404,Hoorn,biggest party,0.177535,0.16221,0.19506500000000002
1339,WK048404,Hoorn,biggest party name,1.0,1.0,12.0
1348,WK048405,Hoge Zijde,act ind per,0.393482,0.363322,0.333163
1349,WK048405,Hoge Zijde,act ega per,0.273434,0.246748,0.220061
1350,WK048405,Hoge Zijde,act col per,0.114068,0.11947,0.124872
1351,WK048405,Hoge Zijde,act fat per,0.169532,0.217059,0.264585
1354,WK048405,Hoge Zijde,biggest party,0.240544,0.20995999999999998,0.179632
1355,WK048405,Hoge Zijde,biggest party name,1.0,1.0,12.0
1364,WK048406,Lage Zijde,act ind per,0.451607,0.40118200000000004,0.350758
1365,WK048406,Lage Zijde,act ega per,0.234558,0.23527199999999998,0.235985
1366,WK048406,Lage Zijde,act col per,0.11295,0.115945,0.11893900000000002
1367,WK048406,Lage Zijde,act fat per,0.155282,0.19658,0.237879
1370,WK048406,Lage Zijde,biggest party,0.263998,0.22991599999999998,0.19583299999999998
1371,WK048406,Lage Zijde,biggest party name,1.0,1.0,1.0
1380,WK048407,Steekterpolder,act ind per,0.467218,0.467218,0.467218
1381,WK048407,Steekterpolder,act ega per,0.25251,0.25251,0.25251
1382,WK048407,Steekterpolder,act col per,0.10897799999999999,0.10897799999999999,0.10897799999999999
1383,WK048407,Steekterpolder,act fat per,0.147224,0.147224,0.147224
1386,WK048407,Steekterpolder,biggest party,0.267868,0.267868,0.267868
1387,WK048407,Steekterpolder,biggest party name,1.0,1.0,1.0
1396,WK048408,Kerk en Zanen,act ind per,0.494858,0.447287,0.399715
1397,WK048408,Kerk en Zanen,act ega per,0.254718,0.243943,0.233167
1398,WK048408,Kerk en Zanen,act col per,0.0933439,0.104252,0.11515999999999998
1399,WK048408,Kerk en Zanen,act fat per,0.119223,0.160109,0.200996
1402,WK048408,Kerk en Zanen,biggest party,0.322861,0.282569,0.24227800000000002
1403,WK048408,Kerk en Zanen,biggest party name,1.0,1.0,1.0
1412,WK048409,Rietveld,act ind per,0.467218,0.467218,0.467218
1413,WK048409,Rietveld,act ega per,0.25251,0.25251,0.25251
1414,WK048409,Rietveld,act col per,0.10897799999999999,0.10897799999999999,0.10897799999999999
1415,WK048409,Rietveld,act fat per,0.147224,0.147224,0.147224
1418,WK048409,Rietveld,biggest party,0.267868,0.267868,0.267868
1419,WK048409,Rietveld,biggest party name,1.0,1.0,1.0
1428,WK048431,Benthuizen,act ind per,0.39392699999999997,0.350491,0.307056
1429,WK048431,Benthuizen,act ega per,0.141291,0.127977,0.11466400000000002
1430,WK048431,Benthuizen,act col per,0.0674821,0.07205419999999998,0.07662619999999999
1431,WK048431,Benthuizen,act fat per,0.359764,0.41086300000000003,0.461963
1434,WK048431,Benthuizen,biggest party,0.237031,0.249166,0.261301
1435,WK048431,Benthuizen,biggest party name,11.0,11.0,11.0
1444,WK048445,Aarlanderveen,act ind per,0.6012350000000001,0.54219,0.483146
1445,WK048445,Aarlanderveen,act ega per,0.134568,0.13790999999999998,0.141252
1446,WK048445,Aarlanderveen,act col per,0.0765432,0.07920260000000001,0.081862
1447,WK048445,Aarlanderveen,act fat per,0.158025,0.21063400000000002,0.26324200000000003
1450,WK048445,Aarlanderveen,biggest party,0.341975,0.276124,0.21027300000000002
1451,WK048445,Aarlanderveen,biggest party name,1.0,1.0,1.0
1460,WK048470,Boskoop,act ind per,0.47828699999999996,0.445989,0.41368999999999995
1461,WK048470,Boskoop,act ega per,0.220158,0.204573,0.18898800000000002
1462,WK048470,Boskoop,act col per,0.0822056,0.0824313,0.08265689999999999
1463,WK048470,Boskoop,act fat per,0.180873,0.223012,0.265152
1466,WK048470,Boskoop,biggest party,0.27772199999999997,0.25621700000000003,0.234713
1467,WK048470,Boskoop,biggest party name,1.0,1.0,1.0
1476,WK048471,Zwammerdam,act ind per,0.48266899999999996,0.46772700000000006,0.452784
1477,WK048471,Zwammerdam,act ega per,0.168977,0.156523,0.144068
1478,WK048471,Zwammerdam,act col per,0.12825,0.114972,0.10169500000000001
1479,WK048471,Zwammerdam,act fat per,0.17244400000000001,0.21273499999999998,0.253027
1482,WK048471,Zwammerdam,biggest party,0.240035,0.21142199999999997,0.19128299999999998
1483,WK048471,Zwammerdam,biggest party name,1.0,1.0,2.0
1492,WK048491,Hazerswoude Dorp,act ind per,0.487676,0.457258,0.426839
1493,WK048491,Hazerswoude Dorp,act ega per,0.22623200000000002,0.19153199999999998,0.156831
1494,WK048491,Hazerswoude Dorp,act col per,0.0985916,0.09780019999999999,0.0970089
1495,WK048491,Hazerswoude Dorp,act fat per,0.152289,0.213169,0.27405
1498,WK048491,Hazerswoude Dorp,biggest party,0.294894,0.245669,0.196443
1499,WK048491,Hazerswoude Dorp,biggest party name,1.0,1.0,12.0
1508,WK048494,Hazerswoude Rijndijk,act ind per,0.448229,0.390953,0.333677
1509,WK048494,Hazerswoude Rijndijk,act ega per,0.21784,0.212581,0.207323
1510,WK048494,Hazerswoude Rijndijk,act col per,0.12909,0.13881,0.14853
1511,WK048494,Hazerswoude Rijndijk,act fat per,0.14926,0.198147,0.247035
1514,WK048494,Hazerswoude Rijndijk,biggest party,0.285074,0.235368,0.18566300000000002
1515,WK048494,Hazerswoude Rijndijk,biggest party name,1.0,1.0,1.0
1524,WK048496,Koudekerk aan den Rijn,act ind per,0.45078100000000004,0.408853,0.366925
1525,WK048496,Koudekerk aan den Rijn,act ega per,0.205231,0.18995399999999998,0.174677
1526,WK048496,Koudekerk aan den Rijn,act col per,0.121322,0.132237,0.143152
1527,WK048496,Koudekerk aan den Rijn,act fat per,0.163821,0.212402,0.260982
1530,WK048496,Koudekerk aan den Rijn,biggest party,0.26116999999999996,0.22386599999999998,0.192248
1531,WK048496,Koudekerk aan den Rijn,biggest party name,1.0,1.0,12.0
1540,WK172300,Wijk 00 Alphen,act ind per,0.524332,0.498932,0.47353199999999995
1541,WK172300,Wijk 00 Alphen,act ega per,0.164654,0.152106,0.139557
1542,WK172300,Wijk 00 Alphen,act col per,0.134651,0.117373,0.100096
1543,WK172300,Wijk 00 Alphen,act fat per,0.12623499999999999,0.159364,0.192493
1546,WK172300,Wijk 00 Alphen,biggest party,0.275887,0.261334,0.280077
1547,WK172300,Wijk 00 Alphen,biggest party name,1.0,2.0,2.0
1556,WK172301,Wijk 01 Chaam,act ind per,0.5039060000000001,0.5039060000000001,0.5039060000000001
1557,WK172301,Wijk 01 Chaam,act ega per,0.175456,0.175456,0.175456
1558,WK172301,Wijk 01 Chaam,act col per,0.11523399999999999,0.11523399999999999,0.11523399999999999
1559,WK172301,Wijk 01 Chaam,act fat per,0.14485699999999999,0.14485699999999999,0.14485699999999999
1562,WK172301,Wijk 01 Chaam,biggest party,0.313477,0.313477,0.313477
1563,WK172301,Wijk 01 Chaam,biggest party name,1.0,1.0,1.0
1572,WK172302,Wijk 02 Galder,act ind per,0.560874,0.520051,0.479229
1573,WK172302,Wijk 02 Galder,act ega per,0.185224,0.182374,0.179525
1574,WK172302,Wijk 02 Galder,act col per,0.07804370000000001,0.07833939999999999,0.078635
1575,WK172302,Wijk 02 Galder,act fat per,0.131113,0.15977,0.188427
1578,WK172302,Wijk 02 Galder,biggest party,0.347555,0.287279,0.24777399999999997
1579,WK172302,Wijk 02 Galder,biggest party name,1.0,1.0,2.0
1588,WK172308,Wijk 08 Verspreide huizen,act ind per,nan,nan,nan
